kaliwanu kali(V6)+wa_#_PAST+anu_a_3SM   
kaliwavalYigAgiyo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiyo_lYu_PRES
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiye_lYu_IMPH
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiye_lYu_DECL
kaliwavalYigAgiye kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigAgiye_lYu_RIS
kaliwavalYigosuga kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosuga_lYu_3SF
kaliwavalYigosugavA kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugavA_lYu_INTR
kaliwavalYigosugavU kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugavU_lYu_INCL
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugavo_lYu_DUB
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugavo_lYu_INDF
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugavo_lYu_PRES
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugave_lYu_IMPH
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugave_lYu_DECL
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_BEN+lYigosugave_lYu_RIS
kaliwavalYigosuga kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosuga_lYu_3SF
kaliwavalYigosugavA kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugavA_lYu_INTR
kaliwavalYigosugavU kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugavU_lYu_INCL
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugavo_lYu_DUB
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugavo_lYu_INDF
kaliwavalYigosugavo kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugavo_lYu_PRES
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugave_lYu_IMPH
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugave_lYu_DECL
kaliwavalYigosugave kali(V6)+wa_#_PRP+wavalYu_wa_PUR+lYigosugave_lYu_RIS
kaliwavalYigiwa kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwa_lYu_3SF
kaliwavalYigiwaya kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwaya_lYu_INTR
kaliwavalYigiwalU kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwalU_lYu_INCL
kaliwavalYigiwalo kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwalo_lYu_DUB
kaliwavalYigiwalo kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwalo_lYu_INDF
kaliwavalYigiwalo kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwalo_lYu_PRES
kaliwavalYigiwale kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwale_lYu_IMPH
kaliwavalYigiwale kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwale_lYu_DECL
kaliwavalYigiwale kali(V6)+wa_#_PRP+wavalYu_wa_COMP+lYigiwale_lYu_RIS
kaliwavalYaMweV kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweV_lYu_3SF
kaliwavalYaMweVyA kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVyA_lYu_INTR
kaliwavalYaMweVyU kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVyU_lYu_INCL
kaliwavalYaMweVyo kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVyo_lYu_DUB
kaliwavalYaMweVyo kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVyo_lYu_INDF
kaliwavalYaMweVyo kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVyo_lYu_PRES
kaliwavalYaMweVye kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVye_lYu_IMPH
kaliwavalYaMweVye kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVye_lYu_DECL
kaliwavalYaMweVye kali(V6)+wa_#_PRP+wavalYu_wa_SIM+lYaMweVye_lYu_RIS
kaliwavalYoVdaneV kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneV_lYu_3SF
kaliwavalYoVdaneVyA kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVyA_lYu_INTR
kaliwavalYoVdaneVyU kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVyU_lYu_INCL
kaliwavalYoVdaneVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVyo_lYu_DUB
kaliwavalYoVdaneVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVyo_lYu_INDF
kaliwavalYoVdaneVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVyo_lYu_PRES
kaliwavalYoVdaneVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVye_lYu_IMPH
kaliwavalYoVdaneVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVye_lYu_DECL
kaliwavalYoVdaneVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVdaneVye_lYu_RIS
kaliwavalYoVMxigeV  kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeV_lYu_3SF
kaliwavalYoVMxigeVyA kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVyA_lYu_INTR
kaliwavalYoVMxigeVyU kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVyU_lYu_INCL
kaliwavalYoVMxigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVyo_lYu_DUB
kaliwavalYoVMxigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVyo_lYu_INDF
kaliwavalYoVMxigeVyo kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVyo_lYu_PRES
kaliwavalYoVMxigeVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVye_lYu_IMPH
kaliwavalYoVMxigeVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVye_lYu_DECL
kaliwavalYoVMxigeVye kali(V6)+wa_#_PRP+wavalYu_wa_SOC+lYoVMxigeVye_lYu_RIS
kaliwavarannu kali(V6)+wa_#_PRP+wavaru_wa_ACC+rannu_ru_3P
kaliwavariMxaya kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxaya_ru_INTR
kaliwavariMxalU kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxalU_ru_INCL
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxalo_ru_DUB
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxalo_ru_INDF
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxalo_ru_PRES
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxale_ru_IMPH
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxale_ru_DECL
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_INS+riMxale_ru_RIS
kaliwavarigeV kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeV_ru_3P
kaliwavarigeVyA kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVyA_ru_INTR
kaliwavarigeVyU kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVyU_ru_INCL
kaliwavarigeVyo kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVyo_ru_DUB
kaliwavarigeVyo kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVyo_ru_INDF
kaliwavarigeVyo kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVyo_ru_PRES
kaliwavarigeVye kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVye_ru_IMPH
kaliwavarigeVye kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVye_ru_DECL
kaliwavarigeVye kali(V6)+wa_#_PRP+wavaru_wa_DAT+rigeVye_ru_RIS
kaliwavariMxa  kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxa_ru_3P
kaliwavariMxaya kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxaya_ru_INTR
kaliwavariMxalU kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxalU_ru_INCL
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxalo_ru_DUB
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxalo_ru_INDF
kaliwavariMxalo kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxalo_ru_PRES
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxale_ru_IMPH
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxale_ru_DECL
kaliwavariMxale kali(V6)+wa_#_PRP+wavaru_wa_ABL+riMxale_ru_RIS
kaliwavara kali(V6)+wa_#_PRP+wavaru_wa_GEN+ra_ru_3P
kaliwavaralli kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralli_ru_3P
kaliwavaralliyA kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliyA_ru_INTR
kaliwavaralliyU kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliyU_ru_INCL
kaliwavaralliyo kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliyo_ru_DUB
kaliwavaralliyo kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliyo_ru_INDF
kaliwavaralliyo kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliyo_ru_PRES
kaliwavaralliye kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliye_ru_IMPH
kaliwavaralliye kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliye_ru_DECL
kaliwavaralliye kali(V6)+wa_#_PRP+wavaru_wa_LOC+ralliye_ru_RIS
kaliwavarigoskara kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskara_ru_3P
kaliwavarigoskaravA kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskaravA_ru_INTR
kaliwavarigoskaravU kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskaravU_ru_INCL
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskaravo_ru_DUB
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskaravo_ru_INDF
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskaravo_ru_PRES
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskarave_ru_IMPH
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskarave_ru_DECL
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigoskarave_ru_RIS
kaliwavarigoskara kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskara_ru_3P
kaliwavarigoskaravA kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskaravA_ru_INTR
kaliwavarigoskaravU kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskaravU_ru_INCL
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskaravo_ru_DUB
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskaravo_ru_INDF
kaliwavarigoskaravo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskaravo_ru_PRES
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskarave_ru_IMPH
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskarave_ru_DECL
kaliwavarigoskarave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigoskarave_ru_RIS
kaliwavarigAgi kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgi_ru_3P
kaliwavarigAgiyA kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyA_ru_INTR
kaliwavarigAgiyU kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyU_ru_INCL
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_DUB
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_INDF
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_PRES
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_IMPH
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_DECL
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_RIS
kaliwavarigAgi kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigAgi_ru_3P
kaliwavarigAgiyA kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyA_ru_INTR
kaliwavarigAgiyU kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyU_ru_INCL
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_DUB
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_INDF
kaliwavarigAgiyo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiyo_ru_PRES
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_IMPH
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_DECL
kaliwavarigAgiye kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigAgiye_ru_RIS
kaliwavarigosuga kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosuga_ru_3P
kaliwavarigosugavA kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugavA_ru_INTR
kaliwavarigosugavU kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugavU_ru_INCL
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugavo_ru_DUB
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugavo_ru_INDF
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugavo_ru_PRES
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugave_ru_IMPH
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugave_ru_DECL
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_BEN+rigosugave_ru_RIS
kaliwavarigosuga kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosuga_ru_3P
kaliwavarigosugavA kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugavA_ru_INTR
kaliwavarigosugavU kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugavU_ru_INCL
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugavo_ru_DUB
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugavo_ru_INDF
kaliwavarigosugavo kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugavo_ru_PRES
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugave_ru_IMPH
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugave_ru_DECL
kaliwavarigosugave kali(V6)+wa_#_PRP+wavaru_wa_PUR+rigosugave_ru_RIS
kaliwavarigiwa kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwa_ru_3P
kaliwavarigiwaya kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwaya_ru_INTR
kaliwavarigiwalU kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwalU_ru_INCL
kaliwavarigiwalo kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwalo_ru_DUB
kaliwavarigiwalo kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwalo_ru_INDF
kaliwavarigiwalo kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwalo_ru_PRES
kaliwavarigiwale kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwale_ru_IMPH
kaliwavarigiwale kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwale_ru_DECL
kaliwavarigiwale kali(V6)+wa_#_PRP+wavaru_wa_COMP+rigiwale_ru_RIS
kaliwavaraMweV kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweV_ru_3P
kaliwavaraMweVyA kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVyA_ru_INTR
kaliwavaraMweVyU kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVyU_ru_INCL
kaliwavaraMweVyo kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVyo_ru_DUB
kaliwavaraMweVyo kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVyo_ru_INDF
kaliwavaraMweVyo kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVyo_ru_PRES
kaliwavaraMweVye kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVye_ru_IMPH
kaliwavaraMweVye kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVye_ru_DECL
kaliwavaraMweVye kali(V6)+wa_#_PRP+wavaru_wa_SIM+raMweVye_ru_RIS
kaliwavaroVdaneV kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneV_ru_3P
kaliwavaroVdaneVyA kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVyA_ru_INTR
kaliwavaroVdaneVyU kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVyU_ru_INCL
kaliwavaroVdaneVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVyo_ru_DUB
kaliwavaroVdaneVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVyo_ru_INDF
kaliwavaroVdaneVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVyo_ru_PRES
kaliwavaroVdaneVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVye_ru_IMPH
kaliwavaroVdaneVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVye_ru_DECL
kaliwavaroVdaneVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVdaneVye_ru_RIS
kaliwavaroVMxigeV  kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeV_ru_3P
kaliwavaroVMxigeVyA kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVyA_ru_INTR
kaliwavaroVMxigeVyU kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVyU_ru_INCL
kaliwavaroVMxigeVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVyo_ru_DUB
kaliwavaroVMxigeVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVyo_ru_INDF
kaliwavaroVMxigeVyo kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVyo_ru_PRES
kaliwavaroVMxigeVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVye_ru_IMPH
kaliwavaroVMxigeVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVye_ru_DECL
kaliwavaroVMxigeVye kali(V6)+wa_#_PRP+wavaru_wa_SOC+roVMxigeVye_ru_RIS

kaliwaMweVyA kali(V6)+wa_#_SIM+waMweVyA_wa_INTR
kaliwaMweVyU kali(V6)+wa_#_SIM+waMweVyU_wa_INCL
kaliwaMweVyo kali(V6)+wa_#_SIM+waMweVyo_wa_DUB
kaliwaMweVyo kali(V6)+wa_#_SIM+waMweVyo_wa_INDF
kaliwaMweVyo kali(V6)+wa_#_SIM+waMweVyo_wa_PRES
kaliwaMweVye kali(V6)+wa_#_SIM+waMweVye_wa_IMPH
kaliwaMweVye kali(V6)+wa_#_SIM+waMweVye_wa_DECL
kaliwaMweVye kali(V6)+wa_#_SIM+waMweVye_wa_RIS




