koVMxanu koVllu(V14)+Mxa_llu_PAST+anu_a_3SM   
koVMxavalYa koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_GEN+lYa_lYu_3SF
koVMxavalYalli koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalli_lYu_3SF
koVMxavalYalliyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliyA_lYu_INTR
koVMxavalYalliyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliyU_lYu_INCL
koVMxavalYalliyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_DUB
koVMxavalYalliyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_INDF
koVMxavalYalliyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliyo_lYu_PRES
koVMxavalYalliye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_IMPH
koVMxavalYalliye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_DECL
koVMxavalYalliye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_LOC+lYalliye_lYu_RIS
koVMxavalYigoskara koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskara_lYu_3SF
koVMxavalYigoskaravA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskaravA_lYu_INTR
koVMxavalYigoskaravU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskaravU_lYu_INCL
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_DUB
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_INDF
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskaravo_lYu_PRES
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_IMPH
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_DECL
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigoskarave_lYu_RIS
koVMxavalYigoskara koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskara_lYu_3SF
koVMxavalYigoskaravA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskaravA_lYu_INTR
koVMxavalYigoskaravU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskaravU_lYu_INCL
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_DUB
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_INDF
koVMxavalYigoskaravo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskaravo_lYu_PRES
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_IMPH
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_DECL
koVMxavalYigoskarave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigoskarave_lYu_RIS
koVMxavalYigAgi koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgi_lYu_3SF
koVMxavalYigAgiyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiyA_lYu_INTR
koVMxavalYigAgiyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiyU_lYu_INCL
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_DUB
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_INDF
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiyo_lYu_PRES
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_IMPH
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_DECL
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigAgiye_lYu_RIS
koVMxavalYigAgi koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgi_lYu_3SF
koVMxavalYigAgiyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiyA_lYu_INTR
koVMxavalYigAgiyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiyU_lYu_INCL
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_DUB
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_INDF
koVMxavalYigAgiyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiyo_lYu_PRES
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_IMPH
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_DECL
koVMxavalYigAgiye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigAgiye_lYu_RIS
koVMxavalYigosuga koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosuga_lYu_3SF
koVMxavalYigosugavA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugavA_lYu_INTR
koVMxavalYigosugavU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugavU_lYu_INCL
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_DUB
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_INDF
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugavo_lYu_PRES
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_IMPH
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_DECL
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_BEN+lYigosugave_lYu_RIS
koVMxavalYigosuga koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosuga_lYu_3SF
koVMxavalYigosugavA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugavA_lYu_INTR
koVMxavalYigosugavU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugavU_lYu_INCL
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_DUB
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_INDF
koVMxavalYigosugavo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugavo_lYu_PRES
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_IMPH
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_DECL
koVMxavalYigosugave koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_PUR+lYigosugave_lYu_RIS
koVMxavalYigiMxa koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxa_lYu_3SF
koVMxavalYigiMxalA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxalA_lYu_INTR
koVMxavalYigiMxalU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxalU_lYu_INCL
koVMxavalYigiMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_DUB
koVMxavalYigiMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_INDF
koVMxavalYigiMxalo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxalo_lYu_PRES
koVMxavalYigiMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_IMPH
koVMxavalYigiMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_DECL
koVMxavalYigiMxale koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_RIS
koVMxavalYkoVMxeV koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYkoVMxeV_lYu_3SF
koVMxavalYaxeVyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYaxeVyA_lYu_INTR
koVMxavalYaxeVyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYaxeVyU_lYu_INCL
koVMxavalYaxeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_DUB
koVMxavalYaxeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_INDF
koVMxavalYaxeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_PRES
koVMxavalYxeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_IMPH
koVMxavalYxeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_DECL
koVMxavalYxeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_RIS
koVMxavalYoVdaneV koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneV_lYu_3SF
koVMxavalYoVdaneVyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyA_lYu_INTR
koVMxavalYoVdaneVyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyU_lYu_INCL
koVMxavalYoVdaneVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_DUB
koVMxavalYoVdaneVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_INDF
koVMxavalYoVdaneVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_PRES
koVMxavalYoVdaneVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_IMPH
koVMxavalYoVdaneVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_DECL
koVMxavalYoVdaneVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_RIS
koVMxavalYoVMxigeV  koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeV_lYu_3SF
koVMxavalYoVMxigeVyA koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyA_lYu_INTR
koVMxavalYoVMxigeVyU koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyU_lYu_INCL
koVMxavalYoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_DUB
koVMxavalYoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_INDF
koVMxavalYoVMxigeVyo koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_PRES
koVMxavalYoVMxigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_IMPH
koVMxavalYoVMxigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_DECL
koVMxavalYoVMxigeVye koVllu(V4)+Mxa_llu_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_RIS
koVMxavarannu koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ACC+rannu_ru_3P
koVMxavariMMxalA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxalA_ru_INTR
koVMxavariMMxalU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxalU_ru_INCL
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_DUB
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_INDF
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_PRES
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxale_ru_IMPH
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxale_ru_DECL
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_INS+riMMxale_ru_RIS
koVMxavarigeV koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeV_ru_3P
koVMxavarigeVyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVyA_ru_INTR
koVMxavarigeVyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVyU_ru_INCL
koVMxavarigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_DUB
koVMxavarigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_INDF
koVMxavarigeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_PRES
koVMxavarigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_IMPH
koVMxavarigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_DECL
koVMxavarigeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_RIS
koVMxavariMMxa  koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxa_ru_3P
koVMxavariMMxalA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxalA_ru_INTR
koVMxavariMMxalU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxalU_ru_INCL
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_DUB
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_INDF
koVMxavariMMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_PRES
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_IMPH
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_DECL
koVMxavariMMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_RIS
koVMxavara koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_GEN+ra_ru_3P
koVMxavaralli koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralli_ru_3P
koVMxavaralliyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliyA_ru_INTR
koVMxavaralliyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliyU_ru_INCL
koVMxavaralliyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_DUB
koVMxavaralliyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_INDF
koVMxavaralliyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_PRES
koVMxavaralliye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliye_ru_IMPH
koVMxavaralliye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliye_ru_DECL
koVMxavaralliye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_LOC+ralliye_ru_RIS
koVMxavarigoskara koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskara_ru_3P
koVMxavarigoskaravA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskaravA_ru_INTR
koVMxavarigoskaravU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskaravU_ru_INCL
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_DUB
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_INDF
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_PRES
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_IMPH
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_DECL
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_RIS
koVMxavarigoskara koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskara_ru_3P
koVMxavarigoskaravA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskaravA_ru_INTR
koVMxavarigoskaravU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskaravU_ru_INCL
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_DUB
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_INDF
koVMxavarigoskaravo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_PRES
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_IMPH
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_DECL
koVMxavarigoskarave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_RIS
koVMxavarigAgi koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgi_ru_3P
koVMxavarigAgiyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyA_ru_INTR
koVMxavarigAgiyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyU_ru_INCL
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_DUB
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_INDF
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_PRES
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_IMPH
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_DECL
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_RIS
koVMxavarigAgi koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigAgi_ru_3P
koVMxavarigAgiyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyA_ru_INTR
koVMxavarigAgiyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyU_ru_INCL
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_DUB
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_INDF
koVMxavarigAgiyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_PRES
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_IMPH
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_DECL
koVMxavarigAgiye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_RIS
koVMxavarigosuga koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosuga_ru_3P
koVMxavarigosugavA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugavA_ru_INTR
koVMxavarigosugavU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugavU_ru_INCL
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_DUB
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_INDF
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_PRES
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_IMPH
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_DECL
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_RIS
koVMxavarigosuga koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosuga_ru_3P
koVMxavarigosugavA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugavA_ru_INTR
koVMxavarigosugavU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugavU_ru_INCL
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_DUB
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_INDF
koVMxavarigosugavo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_PRES
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_IMPH
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_DECL
koVMxavarigosugave koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_RIS
koVMxavarigiMxa koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxa_ru_3P
koVMxavarigiMxalA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxalA_ru_INTR
koVMxavarigiMxalU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxalU_ru_INCL
koVMxavarigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_DUB
koVMxavarigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_INDF
koVMxavarigiMxalo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_PRES
koVMxavarigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_IMPH
koVMxavarigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_DECL
koVMxavarigiMxale koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_RIS
koVMxavaraxeV koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeV_ru_3P
koVMxavaraxeVyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVyA_ru_INTR
koVMxavaraxeVyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVyU_ru_INCL
koVMxavaraxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_DUB
koVMxavaraxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_INDF
koVMxavaraxeVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_PRES
koVMxavaraxeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_IMPH
koVMxavaraxeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_DECL
koVMxavaraxeVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_RIS
koVMxavaroVdaneV koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneV_ru_3P
koVMxavaroVdaneVyA koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVyA_ru_INTR
koVMxavaroVdaneVyU koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVyU_ru_INCL
koVMxavaroVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_DUB
koVMxavaroVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_INDF
koVMxavaroVdaneVyo koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_PRES
koVMxavaroVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_IMPH
koVMxavaroVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_DECL
koVMxavaroVdaneVye koVllu(V4)+Mxa_llu_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_RIS
