koVyxanu koVyyu(V13)+xa_yu_PAST+anu_a_3SM   
koVyxavalYiMxalA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxalA_lYu_INTR
koVyxavalYiMxalU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxalU_lYu_INCL
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxalo_lYu_DUB
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxalo_lYu_INDF
koVyxavalYiMxalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxalo_lYu_PRES
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxale_lYu_IMPH
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxale_lYu_DECL
koVyxavalYiMxale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_ABL+lYiMxale_lYu_RIS
koVyxavalYa koVyyu(V4)+xa_yu_PRP+xavalYu_xa_GEN+lYa_lYu_3SF
koVyxavalYalli koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalli_lYu_3SF
koVyxavalYalliyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliyA_lYu_INTR
koVyxavalYalliyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliyU_lYu_INCL
koVyxavalYalliyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliyo_lYu_DUB
koVyxavalYalliyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliyo_lYu_INDF
koVyxavalYalliyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliyo_lYu_PRES
koVyxavalYalliye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliye_lYu_IMPH
koVyxavalYalliye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliye_lYu_DECL
koVyxavalYalliye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_LOC+lYalliye_lYu_RIS
koVyxavalYigosAyra koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyra_lYu_3SF
koVyxavalYigosAyravA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyravA_lYu_INTR
koVyxavalYigosAyravU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyravU_lYu_INCL
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyravo_lYu_DUB
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyravo_lYu_INDF
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyravo_lYu_PRES
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyrave_lYu_IMPH
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyrave_lYu_DECL
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosAyrave_lYu_RIS
koVyxavalYigosAyra koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyra_lYu_3SF
koVyxavalYigosAyravA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyravA_lYu_INTR
koVyxavalYigosAyravU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyravU_lYu_INCL
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyravo_lYu_DUB
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyravo_lYu_INDF
koVyxavalYigosAyravo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyravo_lYu_PRES
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyrave_lYu_IMPH
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyrave_lYu_DECL
koVyxavalYigosAyrave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosAyrave_lYu_RIS
koVyxavalYigAyi koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyi_lYu_3SF
koVyxavalYigAyiyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiyA_lYu_INTR
koVyxavalYigAyiyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiyU_lYu_INCL
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiyo_lYu_DUB
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiyo_lYu_INDF
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiyo_lYu_PRES
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiye_lYu_IMPH
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiye_lYu_DECL
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigAyiye_lYu_RIS
koVyxavalYigAyi koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyi_lYu_3SF
koVyxavalYigAyiyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiyA_lYu_INTR
koVyxavalYigAyiyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiyU_lYu_INCL
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiyo_lYu_DUB
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiyo_lYu_INDF
koVyxavalYigAyiyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiyo_lYu_PRES
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiye_lYu_IMPH
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiye_lYu_DECL
koVyxavalYigAyiye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigAyiye_lYu_RIS
koVyxavalYigosuga koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosuga_lYu_3SF
koVyxavalYigosugavA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugavA_lYu_INTR
koVyxavalYigosugavU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugavU_lYu_INCL
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugavo_lYu_DUB
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugavo_lYu_INDF
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugavo_lYu_PRES
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugave_lYu_IMPH
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugave_lYu_DECL
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_BEN+lYigosugave_lYu_RIS
koVyxavalYigosuga koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosuga_lYu_3SF
koVyxavalYigosugavA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugavA_lYu_INTR
koVyxavalYigosugavU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugavU_lYu_INCL
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugavo_lYu_DUB
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugavo_lYu_INDF
koVyxavalYigosugavo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugavo_lYu_PRES
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugave_lYu_IMPH
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugave_lYu_DECL
koVyxavalYigosugave koVyyu(V4)+xa_yu_PRP+xavalYu_xa_PUR+lYigosugave_lYu_RIS
koVyxavalYigixa koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixa_lYu_3SF
koVyxavalYigixalA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixalA_lYu_INTR
koVyxavalYigixalU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixalU_lYu_INCL
koVyxavalYigixalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixalo_lYu_DUB
koVyxavalYigixalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixalo_lYu_INDF
koVyxavalYigixalo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixalo_lYu_PRES
koVyxavalYigixale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixale_lYu_IMPH
koVyxavalYigixale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixale_lYu_DECL
koVyxavalYigixale koVyyu(V4)+xa_yu_PRP+xavalYu_xa_COMP+lYigixale_lYu_RIS
koVyxavalYkoVyxeV koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeV_lYu_3SF
koVyxavalYkoVyxeVyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVyA_lYu_INTR
koVyxavalYkoVyxeVyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVyU_lYu_INCL
koVyxavalYkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVyo_lYu_DUB
koVyxavalYkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVyo_lYu_INDF
koVyxavalYkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVyo_lYu_PRES
koVyxavalYkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVye_lYu_IMPH
koVyxavalYkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVye_lYu_DECL
koVyxavalYkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SIM+lYkoVyxeVye_lYu_RIS
koVyxavalYoVdaneV koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneV_lYu_3SF
koVyxavalYoVdaneVyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVyA_lYu_INTR
koVyxavalYoVdaneVyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVyU_lYu_INCL
koVyxavalYoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVyo_lYu_DUB
koVyxavalYoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVyo_lYu_INDF
koVyxavalYoVdaneVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVyo_lYu_PRES
koVyxavalYoVdaneVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVye_lYu_IMPH
koVyxavalYoVdaneVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVye_lYu_DECL
koVyxavalYoVdaneVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVdaneVye_lYu_RIS
koVyxavalYoVMxigeV  koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeV_lYu_3SF
koVyxavalYoVMxigeVyA koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVyA_lYu_INTR
koVyxavalYoVMxigeVyU koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVyU_lYu_INCL
koVyxavalYoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVyo_lYu_DUB
koVyxavalYoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVyo_lYu_INDF
koVyxavalYoVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVyo_lYu_PRES
koVyxavalYoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVye_lYu_IMPH
koVyxavalYoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVye_lYu_DECL
koVyxavalYoVMxigeVye koVyyu(V4)+xa_yu_PRP+xavalYu_xa_SOC+lYoVMxigeVye_lYu_RIS
koVyxavarannu koVyyu(V4)+xa_yu_PRP+xavaru_xa_ACC+rannu_ru_3P
koVyxavariMxalA koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxalA_ru_INTR
koVyxavariMxalU koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxalU_ru_INCL
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxalo_ru_DUB
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxalo_ru_INDF
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxalo_ru_PRES
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxale_ru_IMPH
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxale_ru_DECL
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_INS+riMxale_ru_RIS
koVyxavarigeV koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeV_ru_3P
koVyxavarigeVyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVyA_ru_INTR
koVyxavarigeVyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVyU_ru_INCL
koVyxavarigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVyo_ru_DUB
koVyxavarigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVyo_ru_INDF
koVyxavarigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVyo_ru_PRES
koVyxavarigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVye_ru_IMPH
koVyxavarigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVye_ru_DECL
koVyxavarigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_DAT+rigeVye_ru_RIS
koVyxavariMxa  koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxa_ru_3P
koVyxavariMxalA koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxalA_ru_INTR
koVyxavariMxalU koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxalU_ru_INCL
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxalo_ru_DUB
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxalo_ru_INDF
koVyxavariMxalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxalo_ru_PRES
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxale_ru_IMPH
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxale_ru_DECL
koVyxavariMxale koVyyu(V4)+xa_yu_PRP+xavaru_xa_ABL+riMxale_ru_RIS
koVyxavara koVyyu(V4)+xa_yu_PRP+xavaru_xa_GEN+ra_ru_3P
koVyxavaralli koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralli_ru_3P
koVyxavaralliyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliyA_ru_INTR
koVyxavaralliyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliyU_ru_INCL
koVyxavaralliyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliyo_ru_DUB
koVyxavaralliyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliyo_ru_INDF
koVyxavaralliyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliyo_ru_PRES
koVyxavaralliye koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliye_ru_IMPH
koVyxavaralliye koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliye_ru_DECL
koVyxavaralliye koVyyu(V4)+xa_yu_PRP+xavaru_xa_LOC+ralliye_ru_RIS
koVyxavarigosAyra koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyra_ru_3P
koVyxavarigosAyravA koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyravA_ru_INTR
koVyxavarigosAyravU koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyravU_ru_INCL
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyravo_ru_DUB
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyravo_ru_INDF
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyravo_ru_PRES
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyrave_ru_IMPH
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyrave_ru_DECL
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosAyrave_ru_RIS
koVyxavarigosAyra koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyra_ru_3P
koVyxavarigosAyravA koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyravA_ru_INTR
koVyxavarigosAyravU koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyravU_ru_INCL
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyravo_ru_DUB
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyravo_ru_INDF
koVyxavarigosAyravo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyravo_ru_PRES
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyrave_ru_IMPH
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyrave_ru_DECL
koVyxavarigosAyrave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosAyrave_ru_RIS
koVyxavarigAyi koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyi_ru_3P
koVyxavarigAyiyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyA_ru_INTR
koVyxavarigAyiyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyU_ru_INCL
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_DUB
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_INDF
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_PRES
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_IMPH
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_DECL
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_RIS
koVyxavarigAyi koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigAyi_ru_3P
koVyxavarigAyiyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyA_ru_INTR
koVyxavarigAyiyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyU_ru_INCL
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_DUB
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_INDF
koVyxavarigAyiyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiyo_ru_PRES
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_IMPH
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_DECL
koVyxavarigAyiye koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigAyiye_ru_RIS
koVyxavarigosuga koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosuga_ru_3P
koVyxavarigosugavA koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugavA_ru_INTR
koVyxavarigosugavU koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugavU_ru_INCL
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugavo_ru_DUB
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugavo_ru_INDF
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugavo_ru_PRES
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugave_ru_IMPH
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugave_ru_DECL
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_BEN+rigosugave_ru_RIS
koVyxavarigosuga koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosuga_ru_3P
koVyxavarigosugavA koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugavA_ru_INTR
koVyxavarigosugavU koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugavU_ru_INCL
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugavo_ru_DUB
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugavo_ru_INDF
koVyxavarigosugavo koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugavo_ru_PRES
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugave_ru_IMPH
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugave_ru_DECL
koVyxavarigosugave koVyyu(V4)+xa_yu_PRP+xavaru_xa_PUR+rigosugave_ru_RIS
koVyxavarigixa koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixa_ru_3P
koVyxavarigixalA koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixalA_ru_INTR
koVyxavarigixalU koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixalU_ru_INCL
koVyxavarigixalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixalo_ru_DUB
koVyxavarigixalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixalo_ru_INDF
koVyxavarigixalo koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixalo_ru_PRES
koVyxavarigixale koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixale_ru_IMPH
koVyxavarigixale koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixale_ru_DECL
koVyxavarigixale koVyyu(V4)+xa_yu_PRP+xavaru_xa_COMP+rigixale_ru_RIS
koVyxavarkoVyxeV koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeV_ru_3P
koVyxavarkoVyxeVyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVyA_ru_INTR
koVyxavarkoVyxeVyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVyU_ru_INCL
koVyxavarkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVyo_ru_DUB
koVyxavarkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVyo_ru_INDF
koVyxavarkoVyxeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVyo_ru_PRES
koVyxavarkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVye_ru_IMPH
koVyxavarkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVye_ru_DECL
koVyxavarkoVyxeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SIM+rkoVyxeVye_ru_RIS
koVyxavaroVdaneV koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneV_ru_3P
koVyxavaroVdaneVyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVyA_ru_INTR
koVyxavaroVdaneVyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVyU_ru_INCL
koVyxavaroVdaneVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVyo_ru_DUB
koVyxavaroVdaneVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVyo_ru_INDF
koVyxavaroVdaneVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVyo_ru_PRES
koVyxavaroVdaneVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVye_ru_IMPH
koVyxavaroVdaneVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVye_ru_DECL
koVyxavaroVdaneVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVdaneVye_ru_RIS
koVyxavaroVMxigeV  koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeV_ru_3P
koVyxavaroVMxigeVyA koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVyA_ru_INTR
koVyxavaroVMxigeVyU koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVyU_ru_INCL
koVyxavaroVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVyo_ru_DUB
koVyxavaroVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVyo_ru_INDF
koVyxavaroVMxigeVyo koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVyo_ru_PRES
koVyxavaroVMxigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVye_ru_IMPH
koVyxavaroVMxigeVye koVyyu(V4)+xa_yu_PRP+xavaru_xa_SOC+roVMxigeVye_ru_DECL
