baMxanu baru(V16)+Mxa_ru_PAST+anu_a_3SM   
baMxavalYigiMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_DECL
baMxavalYigiMxale baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_COMP+lYigiMxale_lYu_RIS
baMxavalYbaMxeV baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYbaMxeV_lYu_3SF
baMxavalYaxeVyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYaxeVyA_lYu_INTR
baMxavalYaxeVyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYaxeVyU_lYu_INCL
baMxavalYaxeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_DUB
baMxavalYaxeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_INDF
baMxavalYaxeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYaxeVyo_lYu_PRES
baMxavalYxeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_IMPH
baMxavalYxeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_DECL
baMxavalYxeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SIM+lYxeVye_lYu_RIS
baMxavalYoVdaneV baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneV_lYu_3SF
baMxavalYoVdaneVyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyA_lYu_INTR
baMxavalYoVdaneVyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyU_lYu_INCL
baMxavalYoVdaneVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_DUB
baMxavalYoVdaneVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_INDF
baMxavalYoVdaneVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVyo_lYu_PRES
baMxavalYoVdaneVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_IMPH
baMxavalYoVdaneVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_DECL
baMxavalYoVdaneVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVdaneVye_lYu_RIS
baMxavalYoVMxigeV  baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeV_lYu_3SF
baMxavalYoVMxigeVyA baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyA_lYu_INTR
baMxavalYoVMxigeVyU baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyU_lYu_INCL
baMxavalYoVMxigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_DUB
baMxavalYoVMxigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_INDF
baMxavalYoVMxigeVyo baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVyo_lYu_PRES
baMxavalYoVMxigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_IMPH
baMxavalYoVMxigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_DECL
baMxavalYoVMxigeVye baru(V4)+Mxa_ru_PRP+MxavalYu_Mxa_SOC+lYoVMxigeVye_lYu_RIS
baMxavarannu baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ACC+rannu_ru_3P
baMxavariMMxalA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxalA_ru_INTR
baMxavariMMxalU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxalU_ru_INCL
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_DUB
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_INDF
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxalo_ru_PRES
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxale_ru_IMPH
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxale_ru_DECL
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_INS+riMMxale_ru_RIS
baMxavarigeV baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeV_ru_3P
baMxavarigeVyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVyA_ru_INTR
baMxavarigeVyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVyU_ru_INCL
baMxavarigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_DUB
baMxavarigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_INDF
baMxavarigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVyo_ru_PRES
baMxavarigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_IMPH
baMxavarigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_DECL
baMxavarigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_DAT+rigeVye_ru_RIS
baMxavariMMxa  baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxa_ru_3P
baMxavariMMxalA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxalA_ru_INTR
baMxavariMMxalU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxalU_ru_INCL
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_DUB
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_INDF
baMxavariMMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxalo_ru_PRES
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_IMPH
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_DECL
baMxavariMMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_ABL+riMMxale_ru_RIS
baMxavara baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_GEN+ra_ru_3P
baMxavaralli baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralli_ru_3P
baMxavaralliyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliyA_ru_INTR
baMxavaralliyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliyU_ru_INCL
baMxavaralliyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_DUB
baMxavaralliyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_INDF
baMxavaralliyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliyo_ru_PRES
baMxavaralliye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliye_ru_IMPH
baMxavaralliye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliye_ru_DECL
baMxavaralliye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_LOC+ralliye_ru_RIS
baMxavarigoskara baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskara_ru_3P
baMxavarigoskaravA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskaravA_ru_INTR
baMxavarigoskaravU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskaravU_ru_INCL
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_DUB
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_INDF
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskaravo_ru_PRES
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_IMPH
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_DECL
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigoskarave_ru_RIS
baMxavarigoskara baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskara_ru_3P
baMxavarigoskaravA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskaravA_ru_INTR
baMxavarigoskaravU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskaravU_ru_INCL
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_DUB
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_INDF
baMxavarigoskaravo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskaravo_ru_PRES
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_IMPH
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_DECL
baMxavarigoskarave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigoskarave_ru_RIS
baMxavarigAgi baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgi_ru_3P
baMxavarigAgiyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyA_ru_INTR
baMxavarigAgiyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyU_ru_INCL
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_DUB
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_INDF
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_PRES
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_IMPH
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_DECL
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_RIS
baMxavarigAgi baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigAgi_ru_3P
baMxavarigAgiyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyA_ru_INTR
baMxavarigAgiyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyU_ru_INCL
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_DUB
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_INDF
baMxavarigAgiyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiyo_ru_PRES
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_IMPH
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_DECL
baMxavarigAgiye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigAgiye_ru_RIS
baMxavarigosuga baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosuga_ru_3P
baMxavarigosugavA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugavA_ru_INTR
baMxavarigosugavU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugavU_ru_INCL
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_DUB
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_INDF
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugavo_ru_PRES
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_IMPH
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_DECL
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_BEN+rigosugave_ru_RIS
baMxavarigosuga baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosuga_ru_3P
baMxavarigosugavA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugavA_ru_INTR
baMxavarigosugavU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugavU_ru_INCL
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_DUB
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_INDF
baMxavarigosugavo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugavo_ru_PRES
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_IMPH
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_DECL
baMxavarigosugave baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_PUR+rigosugave_ru_RIS
baMxavarigiMxa baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxa_ru_3P
baMxavarigiMxalA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxalA_ru_INTR
baMxavarigiMxalU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxalU_ru_INCL
baMxavarigiMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_DUB
baMxavarigiMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_INDF
baMxavarigiMxalo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxalo_ru_PRES
baMxavarigiMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_IMPH
baMxavarigiMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_DECL
baMxavarigiMxale baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_COMP+rigiMxale_ru_RIS
baMxavaraxeV baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeV_ru_3P
baMxavaraxeVyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVyA_ru_INTR
baMxavaraxeVyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVyU_ru_INCL
baMxavaraxeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_DUB
baMxavaraxeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_INDF
baMxavaraxeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVyo_ru_PRES
baMxavaraxeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_IMPH
baMxavaraxeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_DECL
baMxavaraxeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SIM+raxeVye_ru_RIS
baMxavaroVdaneV baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneV_ru_3P
baMxavaroVdaneVyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVyA_ru_INTR
baMxavaroVdaneVyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVyU_ru_INCL
baMxavaroVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_DUB
baMxavaroVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_INDF
baMxavaroVdaneVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVyo_ru_PRES
baMxavaroVdaneVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_IMPH
baMxavaroVdaneVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_DECL
baMxavaroVdaneVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVdaneVye_ru_RIS
baMxavaroVMxigeV  baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeV_ru_3P
baMxavaroVMxigeVyA baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVyA_ru_INTR
baMxavaroVMxigeVyU baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVyU_ru_INCL
baMxavaroVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_DUB
baMxavaroVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_INDF
baMxavaroVMxigeVyo baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVyo_ru_PRES
baMxavaroVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_IMPH
baMxavaroVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_DECL
baMxavaroVMxigeVye baru(V4)+Mxa_ru_PRP+Mxavaru_Mxa_SOC+roVMxigeVye_ru_RIS
baMxaMweVyA baru(V4)+Mxa_ru_SIM+MxaMweVyA_Mxa_INTR
baMxaMweVyU baru(V4)+Mxa_ru_SIM+MxaMweVyU_Mxa_INCL
baMxaMweVyo baru(V4)+Mxa_ru_SIM+MxaMweVyo_Mxa_DUB
baMxaMweVyo baru(V4)+Mxa_ru_SIM+MxaMweVyo_Mxa_INDF
baMxaMweVyo baru(V4)+Mxa_ru_SIM+MxaMweVyo_Mxa_PRES
baMxaMweVye baru(V4)+Mxa_ru_SIM+MxaMweVye_Mxa_IMPH
baMxaMweVye baru(V4)+Mxa_ru_SIM+MxaMweVye_Mxa_DECL
baMxaMweVye baru(V4)+Mxa_ru_SIM+MxaMweVye_Mxa_RIS







